home/name,away/name,home/gk_0,home/df_0,home/df_1,home/df_2,home/df_3,home/df_4,home/mf_0,home/mf_1,home/mf_2,home/mf_3,home/mf_4,home/fw_0,home/fw_1,home/fw_2,away/gk_0,away/df_0,away/df_1,away/df_2,away/df_3,away/mf_0,away/mf_1,away/mf_2,away/mf_3,away/mf_4,away/fw_0,away/fw_1,away/fw_2,home_result,season
Watford,Manchester City,9089,60232,20145,54484,85624.0,,43250,121599,108413,232185.0,61566.0,41725,,,121160,58621,121145,146941,432656.0,220566,61366,165809,,,103955,205651.0,209244.0,lose,2019/20
Wolverhampton Wanderers,Crystal Palace,38533,90585,94147,151589,,,87835,171317,114128,19624.0,,102057,200600.0,159533.0,40836,55494,19188,40784,244723.0,60252,86417,50471,50472.0,,80146,82403.0,,win,2019/20
Arsenal,Watford,98980,192895,154043,156074,41270.0,,182539,54694,195735,200089.0,84450.0,59966,,,9089,60232,155651,54484,85624.0,121599,108413,232185,61566.0,,41725,50175.0,,win,2019/20
Burnley,Brighton and Hove Albion,98747,17761,39487,17997,41674.0,,60586,172782,433154,60551.0,,44683,60689.0,,131897,110735,83299,78916,,232792,40845,109345,227127.0,,243016,115382.0,233425.0,lose,2019/20
Chelsea,Wolverhampton Wanderers,20310,102380,103192,41328,,,82263,85955,91651,225796.0,,176413,44346.0,184341.0,38533,90585,94147,107613,,87835,171317,114128,151589.0,,247632,102057.0,194634.0,win,2019/20
Crystal Palace,Tottenham Hotspur,40836,55494,19188,55037,244723.0,,60252,86417,50471,50472.0,,80146,82403.0,,37915,55605,93264,80226,115556.0,85971,157668,45268,200826.0,95715.0,78830,,,draw,2019/20
Everton,Bournemouth,111234,106611,101188,59949,480455.0,,212319,55422,20467,120250.0,173807.0,242058,,,225321,56917,235530,54469,171129.0,40387,111317,152551,78007.0,,154566,75115.0,,lose,2019/20
Leicester City,Manchester United,17745,220627,15033,37642,,,166989,51938,203341,197469.0,244619.0,101668,173515.0,,51940,184667,95658,214590,232937.0,74208,141746,176297,220688.0,62398.0,148225,,,lose,2019/20
Manchester City,Norwich City,121160,58621,121145,146941,432656.0,,220566,61366,20664,,,103955,205651.0,209244.0,20480,232980,198826,192303,194799.0,76306,193111,71738,78607.0,89470.0,57127,,,win,2019/20
Newcastle United,Liverpool,67089,57145,109528,38290,,,50232,56983,116543,179018.0,126407.0,170137,104547.0,,116535,171287,97032,122798,215136.0,41733,15157,175592,,,81880,157882.0,152760.0,lose,2019/20
Southampton,Sheffield United,58376,158534,40146,93100,88900.0,,78056,101178,83283,91047.0,,84939,200439.0,,172649,40386,108416,83427,,82691,63426,47247,153723.0,207189.0,169432,18867.0,,win,2019/20
West Ham United,Aston Villa,37096,40669,219924,81012,222018.0,,217593,18073,178186,215439.0,204480.0,57531,,,8432,203368,169359,199798,149484.0,230046,122806,114283,85242.0,148508.0,217487,,,draw,2019/20
Tottenham Hotspur,Burnley,102884,55605,39194,173904,80226.0,,85971,93264,45268,108823.0,95715.0,78830,,,98747,68983,17761,51927,39487.0,40145,433154,90517,83314.0,,44683,60689.0,,win,2019/20
Aston Villa,Chelsea,98980,169359,199798,149484,123354.0,,122806,114283,110504,184704.0,193488.0,178301,,,228286,102380,51090,225796,,85955,172850,91651,41328.0,,176413,165153.0,184341.0,win,2020/21
Arsenal,Brighton and Hove Albion,80201,192895,226597,156074,101184.0,,167199,209289,184029,195735.0,84450.0,54694,,,215059,198869,110735,83299,78916.0,243505,227127,60307,,,243016,116216.0,165210.0,win,2020/21
Leeds United,West Bromwich Albion,39790,66588,55914,38588,,,105377,219961,87873,155405.0,,80954,28690.0,221399.0,101982,176420,108053,216616,59940.0,232787,154043,101394,,,171975,50229.0,,win,2020/21
Fulham,Newcastle United,155529,167074,109646,82514,,,96994,101105,168765,203325.0,,166324,219352.0,244858.0,67089,106618,56983,111773,57145.0,50232,200089,180135,,,170137,179018.0,,lose,2020/21
Liverpool,Crystal Palace,116535,122798,219937,197464,169187.0,,116643,41733,61558,,,92217,110979.0,118748.0,40836,55494,49413,19419,244723.0,55037,50472,173954,,,80146,60252.0,82403.0,win,2020/21
Everton,Wolverhampton Wanderers,111234,106611,101188,164511,198826.0,,119765,55422,121599,59949.0,,212319,177815.0,,19236,90585,94147,214048,,448514,171317,200402,19624.0,,222531,449988.0,159533.0,win,2020/21
Wolverhampton Wanderers,Manchester United,38533,90585,94147,107613,,,448514,171317,200402,19624.0,151589.0,449988,159533.0,,172649,197365,152590,232937,180804.0,43670,200617,62398,180184.0,449434.0,493250,,,lose,2020/21
West Ham United,Southampton,37096,55459,164555,60232,40669.0,,217593,109322,178186,215439.0,204480.0,57531,,,58376,158534,93100,450527,171771.0,101178,83283,91047,240143.0,,84939,157882.0,,win,2020/21
Leicester City,Tottenham Hotspur,17745,444463,218031,166477,244619.0,,166989,172780,51938,203341.0,,101668,173515.0,,37915,87835,199249,55605,173904.0,132015,85971,157668,108823.0,194252.0,78830,,,lose,2020/21
Sheffield United,Burnley,225321,40386,108416,83427,,,82691,63426,47247,79934.0,,27436,167878.0,523700.0,168399,68983,103914,17761,218023.0,40145,60586,433154,60551.0,,172782,60689.0,,win,2020/21
Aston Villa,Fulham,98980,199796,169359,199798,149484.0,,230046,122806,122775,110504.0,193488.0,178301,,,84182,167074,109646,174874,159506.0,153366,96994,126187,151086.0,219352.0,128389,,,win,2020/21
Newcastle United,Tottenham Hotspur,67089,106618,101148,56983,111773.0,114243.0,50232,179018,180135,,,180974,104547.0,,37915,199249,173904,214225,199584.0,132015,200826,95715,231372.0,,78830,245824.0,,draw,2020/21
West Bromwich Albion,West Ham United,101982,176420,108053,59940,146426.0,,50229,232787,154043,101394.0,,49440,210407.0,,32259,55459,164555,60232,40669.0,217593,109322,172841,215439.0,204480.0,57531,,,lose,2020/21
Crystal Palace,Arsenal,40836,55494,49413,19419,244723.0,,55037,86417,50472,,,60252,82403.0,54861.0,80201,192895,226597,156074,101184.0,167199,223340,209289,195735.0,153256.0,54694,,,lose,2020/21
Burnley,Liverpool,168399,68983,103914,17761,51927.0,,40145,60586,433154,60551.0,,172782,60689.0,,116535,122798,219937,197464,169187.0,116643,41733,61558,,,92217,110979.0,118748.0,lose,2020/21
Newcastle United,Sheffield United,67089,106618,56983,111773,57145.0,114243.0,50232,179018,200089,,,180974,170137.0,,225321,40386,108416,83427,,63426,47247,79934,226182.0,,27436,167878.0,523700.0,win,2020/21
Leicester City,Manchester City,17745,444463,37642,155569,,,166989,51938,168580,203341.0,166477.0,101668,173515.0,,121160,58621,171314,146941,102826.0,205651,220566,61366,27789.0,103025.0,37572,,,lose,2020/21
Tottenham Hotspur,Aston Villa,37915,199249,55605,93264,199584.0,,132015,85971,157668,108823.0,194252.0,78830,,,98980,169359,199798,149484,123354.0,122806,114283,110504,184704.0,193488.0,178301,,,lose,2020/21
Leeds United,Sheffield United,437495,66588,55914,105377,149915.0,,219961,173821,87873,221399.0,155405.0,106617,,,225321,82691,63426,7645,,47247,153723,79934,226182.0,167878.0,169432,27436.0,,win,2020/21
Chelsea,West Bromwich Albion,228286,51090,103192,41328,,,82263,85955,91651,225796.0,,176413,165153.0,124183.0,101982,176420,108053,216616,59940.0,50229,210407,154043,101394.0,,164011,,,lose,2020/21
Southampton,Burnley,40383,158534,40146,93100,171771.0,,101178,91047,240143,20467.0,,84939,83283.0,,98747,68983,17761,51927,39487.0,60586,172782,433154,60551.0,,60689,81183.0,,win,2020/21
Manchester United,Brighton and Hove Albion,172649,184667,95658,106760,214590.0,,74208,141746,176297,220688.0,101582.0,40720,,,215059,198869,83299,111478,,243505,227127,60307,39155.0,,115382,116216.0,50175.0,win,2020/21
Arsenal,Liverpool,80201,192895,226597,156074,101184.0,,167199,182539,184029,54694.0,195735.0,59966,,,116535,438277,122798,197464,169187.0,116643,61558,15157,,,92217,110979.0,118748.0,lose,2020/21
Everton,Crystal Palace,111782,194164,106611,164511,,,101188,120250,59949,173807.0,,212319,177815.0,60025.0,40836,55494,74230,55037,19419.0,66975,80146,232413,173954.0,,82403,54861.0,,draw,2020/21
Wolverhampton Wanderers,West Ham United,38533,448514,94147,200402,107613.0,,247632,171317,200600,151589.0,159533.0,73314,,,37096,55459,164555,60232,219924.0,217593,109322,18073,105717.0,215439.0,57531,,,lose,2020/21
Crystal Palace,Chelsea,40836,55494,74230,55037,19419.0,,66975,80146,232413,173954.0,,82403,54861.0,,228286,102380,103192,41328,,172850,85955,91651,209046.0,,176413,184341.0,219847.0,lose,2020/21
Liverpool,Aston Villa,116535,438277,122798,197464,169187.0,,116643,41733,15157,,,92217,118748.0,194634.0,98980,199796,169359,199798,149484.0,230046,122806,184704,,,178301,110504.0,148508.0,win,2020/21
Manchester City,Leeds United,121160,97299,126184,121145,102826.0,,206325,165809,27789,,,103955,205651.0,224444.0,437495,66588,55914,105377,149915.0,219961,173821,87873,165808.0,155405.0,106617,,,lose,2020/21
Fulham,Wolverhampton Wanderers,84182,174874,159506,109434,,,167074,153366,151086,169528.0,,128389,96994.0,126187.0,38533,448514,94147,200402,107613.0,247632,171317,200600,151589.0,159533.0,73314,,,lose,2020/21
Tottenham Hotspur,Manchester United,37915,199249,214225,93264,80226.0,,132015,200826,231372,,,85971,78830.0,95715.0,172649,184667,95658,106760,214590.0,74208,141746,176297,101582.0,195851.0,40720,,,lose,2020/21
West Ham United,Leicester City,37096,55459,60232,219924,,,164555,18073,105717,215439.0,,217593,109322.0,178186.0,17745,444463,37642,155569,,166989,111931,203341,106837.0,166477.0,101668,173515.0,,win,2020/21
Everton,Tottenham Hotspur,111234,194164,106611,101188,198826.0,,119765,55422,153133,173807.0,,212319,60025.0,,37915,55605,214225,93264,,199249,132015,45268,80226.0,,85971,78830.0,231372.0,draw,2020/21
Manchester United,Burnley,172649,184667,95658,106760,214590.0,,74208,141746,220688,101582.0,195851.0,176297,,,220037,68983,103914,17761,51927.0,40145,60586,433154,60551.0,,172782,60689.0,,win,2020/21
Tottenham Hotspur,Southampton,37915,199249,55605,93264,80226.0,,132015,85971,36903,200826.0,231372.0,95715,,,58376,158534,93100,450527,171771.0,101178,91047,20467,203389.0,,84939,200439.0,,win,2020/21
Chelsea,Brighton and Hove Albion,109745,102380,135363,103192,,,82263,85955,184341,225796.0,,176413,124183.0,219847.0,215059,198869,110735,83299,,227127,243016,60307,78916.0,111478.0,116216,50175.0,,draw,2020/21
Leicester City,West Bromwich Albion,17745,444463,218031,37642,,,166989,203341,166477,244619.0,,101668,172780.0,173515.0,101982,176420,108053,216616,59940.0,171975,50229,154043,101394.0,,210407,164011.0,,win,2020/21
Arsenal,Everton,80201,156074,101184,92371,84450.0,,167199,223340,182539,209289.0,195735.0,205533,,,111234,194164,101188,198826,59949.0,119765,212319,55422,60025.0,120250.0,177815,,,lose,2020/21
Wolverhampton Wanderers,Sheffield United,38533,90585,94147,107613,,,448514,200402,19624,151589.0,,200600,73314.0,159533.0,225321,108416,199598,109638,,82691,63426,47247,79934.0,,195473,27436.0,167878.0,win,2020/21
West Ham United,Chelsea,37096,166640,40669,219924,,,164555,18073,81012,215439.0,,217593,109322.0,178186.0,228286,102380,135363,51090,,85955,172850,116594,41328.0,,176413,165153.0,184341.0,lose,2020/21
Arsenal,Fulham,131897,98745,226597,156074,84450.0,,223340,182539,209289,444145.0,153256.0,59966,,,84182,109646,174874,169528,159506.0,96994,151086,219352,203325.0,,166324,195480.0,,draw,2020/21
Liverpool,Newcastle United,116535,116643,438277,122798,169187.0,,41733,61558,110979,118748.0,,92217,194634.0,,67089,58845,106618,56983,57145.0,50232,179018,180135,,,180974,170137.0,,draw,2020/21
Aston Villa,Manchester City,98980,199796,169359,199798,149484.0,,230046,122806,110504,184704.0,232653.0,178301,,,121160,58621,171314,97299,206325.0,59859,220566,165809,,,205651,103025.0,209244.0,lose,2020/21
Leeds United,Liverpool,437495,66588,105377,149915,222694.0,,173821,87873,165808,221399.0,155405.0,106617,,,116535,116643,438277,122798,169187.0,41733,61558,15157,,,92217,110979.0,194634.0,draw,2020/21
Leeds United,Manchester United,437495,66588,105377,149915,222694.0,,173821,87873,165808,221399.0,155405.0,106617,,,172649,184667,95658,106760,214590.0,141746,176297,101582,200617.0,195851.0,220688,,,draw,2020/21
Sheffield United,Brighton and Hove Albion,225321,82691,108416,109638,,,63426,47247,79934,226182.0,,195473,27436.0,167878.0,215059,110735,83299,111478,,243505,227127,60307,39155.0,,115382,116216.0,50175.0,win,2020/21
Wolverhampton Wanderers,Burnley,38533,90585,94147,107613,,,448514,171317,200402,151589.0,,200600,73314.0,159533.0,98747,68983,103914,17761,51927.0,40145,172782,433154,60551.0,,60689,81183.0,,lose,2020/21
Aston Villa,West Bromwich Albion,98980,169359,199798,149484,37339.0,,230046,122806,110504,88894.0,193488.0,178301,,,101982,176420,108053,59940,146426.0,171975,210407,232787,154043.0,101394.0,164011,,,draw,2020/21
Liverpool,Chelsea,116535,116643,438277,122798,169187.0,,41733,61558,206915,,,92217,110979.0,118748.0,228286,102380,135363,41328,,172850,85955,116594,225796.0,,165153,184341.0,124183.0,lose,2020/21
West Bromwich Albion,Everton,101982,176420,108053,216616,59940.0,,50229,210407,232787,154043.0,101394.0,164011,,,111234,194164,106611,101188,198826.0,121599,153133,100649,120250.0,,212319,177815.0,,lose,2020/21
Fulham,Tottenham Hotspur,84182,109646,174874,169528,159506.0,,153366,126187,166324,151086.0,,219352,195480.0,,37915,87835,55605,173904,115556.0,132015,85971,36903,108823.0,231372.0,78830,,,lose,2020/21
Sheffield United,Southampton,225321,82691,199598,109638,,,63426,47247,153723,79934.0,226182.0,195473,27436.0,,40383,158534,40146,93100,171771.0,101178,91047,157882,240143.0,,84939,203389.0,,lose,2020/21
Crystal Palace,Manchester United,40836,55494,74230,55037,19419.0,,66975,232413,60252,50472.0,,80146,54861.0,,172649,197365,95658,106760,214590.0,141746,176297,220688,101582.0,62398.0,40720,,,draw,2020/21
Burnley,Arsenal,98747,68983,103914,17761,51927.0,,60586,172782,433154,60551.0,,60689,81183.0,,80201,192895,101184,92371,41270.0,167199,223340,184029,47431.0,84450.0,54694,,,draw,2020/21
Burnley,Leicester City,98747,68983,103914,17761,51927.0,,40145,172782,433154,60551.0,,60689,81183.0,,17745,218031,155569,203341,,166989,111931,86881,166477.0,197469.0,101668,173515.0,,draw,2020/21
Manchester City,Manchester United,121160,171314,97299,121145,206325.0,,103955,59859,220566,61366.0,103025.0,205651,,,172649,184667,95658,106760,214590.0,141746,176297,101582,200617.0,195851.0,148225,,,lose,2020/21
Liverpool,Fulham,116535,122798,219937,197464,215136.0,,41733,15157,175592,,,118748,194634.0,68312.0,84182,167074,109646,174874,159506.0,153366,96994,151086,219352.0,,166324,195480.0,,lose,2020/21
West Bromwich Albion,Newcastle United,101982,176420,108053,216616,59940.0,,50229,210407,232787,154043.0,101394.0,164011,,,67089,58845,106618,101148,111773.0,50232,153127,83314,200089.0,,180974,90105.0,,draw,2020/21
Brighton and Hove Albion,Leicester City,215059,198869,83299,78916,111478.0,,227127,243016,116216,60307.0,,115382,39155.0,,17745,444463,218031,155569,,421796,166989,111931,203341.0,166477.0,101668,173515.0,,lose,2020/21
Aston Villa,Wolverhampton Wanderers,98980,169359,199798,149484,37339.0,,230046,122806,122775,,,178301,110504.0,148508.0,38533,94147,107613,151589,,171317,114128,200402,19624.0,,247632,73314.0,159533.0,draw,2020/21
Sheffield United,Aston Villa,225321,7645,199598,109638,,,82691,63426,47247,153723.0,79934.0,195473,27436.0,,98980,169359,199798,149484,37339.0,122806,184704,232653,,,178301,110504.0,193488.0,win,2020/21
West Ham United,Leeds United,37096,55459,164555,60232,219924.0,,217593,109322,172841,215439.0,204480.0,57531,,,437495,66588,55914,149915,87873.0,219961,173821,165808,155405.0,72222.0,106617,,,win,2020/21
Tottenham Hotspur,Crystal Palace,37915,87835,199249,55605,173904.0,,132015,85971,157668,36903.0,95715.0,78830,,,40836,55494,74230,55037,19419.0,66975,60252,232413,173954.0,,80146,54861.0,,win,2020/21
Chelsea,Everton,228286,135363,103192,41328,,,82263,85955,91651,225796.0,,165153,209046.0,219847.0,111234,194164,106611,198826,,119765,101188,153133,120250.0,,212319,177815.0,55422.0,win,2020/21
Manchester City,Southampton,121160,58621,171314,206325,146941.0,,59859,61366,27789,,,165809,103025.0,209244.0,58376,40146,93100,450527,171771.0,88900,101178,91047,431131.0,,200439,83283.0,,win,2020/21
Leeds United,Chelsea,437495,66588,105377,149915,222694.0,,219961,173821,87873,221399.0,155405.0,106617,,,228286,102380,135363,172850,41328.0,85955,116594,176413,184341.0,124183.0,219847,,,draw,2020/21
Crystal Palace,West Bromwich Albion,40836,55494,74230,55037,19419.0,,66975,80146,232413,173954.0,,82403,54861.0,,101982,176420,108053,216616,59940.0,50229,210407,232787,154043.0,101394.0,164011,,,win,2020/21
Newcastle United,Aston Villa,67089,58845,106618,101148,111773.0,,50232,153127,200089,,,180974,90105.0,104547.0,98980,169359,199798,149484,37339.0,230046,122806,232653,,,178301,110504.0,148508.0,draw,2020/21
Arsenal,Tottenham Hotspur,80201,192895,226597,58822,41270.0,,167199,223340,209289,184029.0,84450.0,59966,,,37915,87835,199249,55605,173904.0,132015,85971,36903,95715.0,231372.0,78830,,,win,2020/21
Leicester City,Sheffield United,17745,444463,218031,37642,,,166989,111931,203341,166477.0,,101668,173515.0,168580.0,225321,40386,199598,109638,,82691,63426,47247,153723.0,79934.0,18867,197937.0,,win,2020/21
Southampton,Brighton and Hove Albion,40383,158534,40146,93100,171771.0,,101178,91047,157882,240143.0,,200439,203389.0,,215059,198869,83299,78916,111478.0,227127,116216,60307,39155.0,,115382,50175.0,,lose,2020/21
Fulham,Manchester City,84182,167074,109646,174874,159506.0,,153366,151086,203325,,,126187,166324.0,219352.0,121160,171314,97299,146941,,121145,220566,165809,102826.0,,205651,37572.0,224444.0,lose,2020/21
Everton,Burnley,111234,194164,106611,101188,198826.0,,119765,153133,120250,173807.0,,212319,177815.0,,98747,68983,17761,51927,39487.0,60586,172782,433154,60551.0,,60689,81183.0,,lose,2020/21
Manchester United,West Ham United,172649,184667,95658,106760,214590.0,,141746,176297,101582,200617.0,195851.0,220688,,,37096,55459,60232,219924,,164555,18073,215439,222018.0,204480.0,57531,178186.0,,win,2020/21
Wolverhampton Wanderers,Liverpool,38533,90585,94147,107613,,,171317,114128,200402,19624.0,,247632,73314.0,159533.0,116535,438277,122798,197464,169187.0,116643,41733,61558,,,110979,118748.0,194634.0,lose,2020/21
Fulham,Leeds United,84182,109646,174874,169528,159506.0,,153366,166324,151086,219352.0,203325.0,195480,,,437495,66588,105377,149915,222694.0,219961,173821,87873,221399.0,155405.0,106617,,,lose,2020/21
Everton,Southampton,111234,194164,106611,101188,198826.0,,119765,55422,121599,120250.0,,212319,177815.0,,40383,40146,93100,450527,171771.0,101178,83283,91047,431131.0,,84939,200439.0,,win,2020/21
Manchester City,Wolverhampton Wanderers,121160,58621,171314,121145,146941.0,,220566,61366,165809,,,103955,205651.0,103025.0,38533,94147,107613,151589,,441271,171317,114128,19624.0,,247632,200402.0,159533.0,win,2020/21
Leicester City,Crystal Palace,17745,444463,218031,37642,,,166989,203341,166477,244619.0,,101668,172780.0,173515.0,40836,55494,74230,19188,55037.0,66975,232413,173954,,,80146,82403.0,54861.0,win,2020/21
Chelsea,Fulham,228286,135363,51090,103192,,,172850,184341,124183,243568.0,225796.0,165153,219847.0,,84182,109646,174874,169528,159506.0,96994,166324,151086,219352.0,203325.0,195480,,,win,2020/21
