id,name,season,defence_clean sheets,defence_goals conceded,defence_tackles,defence_tackle success %,defence_last man tackles,defence_blocked shots,defence_interceptions,defence_clearances,defence_headed clearance,defence_clearances off line,defence_recoveries,defence_duels won,defence_duels lost,defence_successful 50/50s,defence_aerial battles won,defence_aerial battles lost,defence_own goals,defence_errors leading to goal,teamplay_goals,teamplay_assists,teamplay_passes,teamplay_passes per match,teamplay_big chances created,teamplay_crosses,teamplay_cross accuracy %,teamplay_through balls,teamplay_accurate long balls,discipline_yellow cards,discipline_red cards,discipline_fouls,discipline_offsides,attack_goals,attack_goals per match,attack_headed goals,attack_goals with right foot,attack_goals with left foot,attack_penalties scored,attack_freekicks scored,attack_shots,attack_shots on target,attack_shooting accuracy %,attack_hit woodwork,attack_big chances missed,goalkeeping_saves,goalkeeping_penalties saved,goalkeeping_punches,goalkeeping_high claims,goalkeeping_catches,goalkeeping_sweeper clearances,goalkeeping_throw outs,goalkeeping_goal kicks
p89335,Saúl Ñíguez,2021/22,0,0,20,45,0,2,7,9,6,0,18,30,39,2,8,11,0,0,0,0,325,32.5,0,10,20,0,13,1,0,9,0,0,0.0,0,0,0,0,0,5,1,20,0,0,0,0,0,0,0,0,0,0
p224967,Vitaliy Mykolenko,2021/22,3,17,25,60,0,1,16,27,13,0,64,47,43,3,10,12,0,0,0,0,320,24.62,0,41,20,1,13,0,0,13,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p461199,Romaine Mundle,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p423649,Enock Mwepu,2021/22,0,0,22,55,0,3,12,16,10,0,70,61,85,15,9,29,0,0,0,4,385,21.39,3,7,14,4,6,2,0,18,2,2,0.11,0,2,0,0,0,19,8,42,0,3,0,0,0,0,0,0,0,0
p220686,Bali Mumba,2021/22,0,3,1,100,0,0,0,5,2,0,2,1,2,0,0,1,0,0,0,0,9,9.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p242510,Louie Moulden,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p501837,Yerson Mosquera,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p440148,Tyler Morton,2021/22,0,0,0,0,0,0,3,0,0,0,5,2,6,0,2,3,0,0,0,0,35,17.5,0,0,0,0,1,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p242183,James Morris,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p513834,Andrew Moran,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p250720,Jacob Montes,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p513852,Kris Moore,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p451340,Kaoru Mitoma,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p473342,Stuart McKinstry,2021/22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p461080,Joseph McGlynn,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p229415,Jon McCracken,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p461587,Kasey McAteer,2021/22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p432714,James McAtee,2021/22,0,0,0,0,0,0,0,0,0,0,1,2,5,1,1,0,0,0,0,0,13,6.5,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
p490793,Reece McAlear,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p482533,Isaac Mabaya,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p212721,Lyanco,2021/22,1,20,18,83,0,3,13,48,18,0,73,48,37,4,19,14,0,1,0,0,389,25.93,0,4,0,0,21,2,0,13,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p470165,Xavier Mbuyamba,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p446008,Bryan Mbeumo,2021/22,0,0,28,57,0,18,11,14,7,0,130,134,234,39,29,105,0,0,0,7,730,20.86,4,75,23,5,24,4,0,20,13,4,0.11,0,0,4,1,0,77,22,29,7,9,0,0,0,0,0,0,0,0
p169593,Remi Matthews,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p461201,Matthew Craig,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p462381,Filip Marschall,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p133845,Emiliano Marcondes,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p443629,Marcelo Pitaluga,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p461377,Malachi Boateng,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p223081,Kristoffer Klaesson,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9.0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,2,3
p204716,Ibrahima Konaté,2021/22,4,10,16,63,0,0,16,37,19,0,64,55,34,2,34,19,0,1,0,0,750,68.18,0,0,0,2,23,2,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p450553,Alex Kirk,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p469249,Nohan Kenneh,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p478028,Kayky,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p442335,Edo Kayembe,2021/22,0,0,21,62,0,3,9,13,7,0,77,51,47,12,13,19,0,0,0,0,433,33.31,1,8,13,2,29,0,0,4,1,0,0.0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
p156414,Hayao Kawabe,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p487838,Lewis Hall,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p492776,Dexter Lembikisa,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p433138,Marc Leonard,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p212325,Pierre Lees-Melou,2021/22,0,0,58,62,0,11,25,20,11,0,181,114,145,19,14,15,0,0,0,0,990,30.0,2,33,33,7,86,5,0,35,2,1,0.03,0,1,0,0,0,33,9,27,0,1,0,0,0,0,0,0,0,0
p514356,Roméo Lavia,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p69143,Juraj Kucka,2021/22,0,0,59,66,0,11,27,44,24,0,158,181,172,17,57,48,0,0,0,1,678,26.08,2,16,31,1,26,3,1,46,2,1,0.04,1,0,0,0,0,46,11,24,1,2,0,0,0,0,0,0,0,0
p445044,Dejan Kulusevski,2021/22,0,0,19,68,0,11,13,2,2,0,75,62,82,25,3,8,0,0,0,8,456,25.33,6,25,28,7,5,3,0,20,4,5,0.28,0,0,5,0,0,26,10,38,0,2,0,0,0,0,0,0,0,0
p195728,Alex Král,2021/22,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p484658,Kacper Kozlowski,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p204580,Vitaly Janelt,2021/22,0,0,61,52,0,10,28,30,13,0,143,132,88,13,34,25,0,0,0,0,950,30.65,1,40,15,4,52,3,0,26,3,4,0.13,1,0,3,0,0,30,12,40,0,2,0,0,0,0,0,0,0,0
p431001,Einar Iversen,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p184754,Hwang Hee-Chan,2021/22,0,0,27,0,0,9,13,7,5,0,0,0,0,0,0,0,0,0,0,1,626,20.87,2,7,0,0,0,2,0,29,3,5,0.17,0,3,2,0,0,27,12,44,0,4,0,0,0,0,0,0,0,0
p503301,Omari Hutchinson,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p515504,Joe Hugill,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p477547,Leo Hjelde,2021/22,0,5,5,80,0,0,4,7,4,0,9,8,3,0,3,2,0,0,0,0,80,40.0,0,3,0,0,3,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p447261,Mackenzie Hunt,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p490161,Abu Kamara,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p225702,Samuel Kalu,2021/22,0,0,2,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,61,15.25,1,8,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,4,1,25,0,1,0,0,0,0,0,0,0,0
p149065,José Sá,2021/22,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,889,24.03,0,0,0,0,143,3,0,3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,121,0,20,41,2,31,216,261
p222018,Ben Johnson,2021/22,0,0,33,48,0,0,22,49,24,0,78,59,48,7,15,19,0,0,0,0,562,28.1,1,55,25,0,35,1,0,10,0,1,0.05,0,0,1,0,0,5,1,20,0,0,0,0,0,0,0,0,0,0
p468953,Jeong Sang-Bin,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p207283,Mathias Jensen,2021/22,0,0,33,55,0,5,22,11,3,0,100,61,100,15,7,16,0,0,0,1,706,22.77,4,79,39,3,69,0,0,19,3,0,0.0,0,0,0,0,0,19,5,26,0,4,0,0,0,0,0,0,0,0
p121570,Julian Jeanvier,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p61810,Pontus Jansson,2021/22,7,56,40,53,1,5,52,186,98,0,166,152,112,2,103,81,0,0,0,1,"1,489",40.24,1,1,0,1,38,7,0,15,5,3,0.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
p514307,Jack Henry-Francis,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p194010,Rico Henry,2021/22,7,41,28,71,0,3,26,56,29,0,189,109,148,27,27,40,0,0,0,0,"1,023",30.09,2,74,26,0,34,2,0,20,1,3,0.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p461556,Mark Helm,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p461558,Maxwell Haygarth,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p491454,Bjorn Hardley,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p465390,Kaine Hayden,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p462438,Micah Hamilton,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p434024,Patrik Gunnarsson,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p461173,Lewis Gordon,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p573808,Jack Grieves,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p213687,Charlie Goode,2021/22,1,6,7,71,0,0,2,8,2,0,30,34,16,5,15,8,0,0,0,0,230,38.33,1,6,33,0,16,3,0,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p156683,Pierluigi Gollini,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p438659,Alex Gilbert,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p497605,Liam Gibbs,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p189627,Dimitris Giannoulis,2021/22,3,27,36,58,0,1,19,33,16,0,105,95,62,29,8,7,0,0,0,1,553,30.72,0,44,14,0,11,2,0,16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p436234,Bryan Gil,2021/22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,6.22,0,6,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0
p205836,Saman Ghoddos,2021/22,0,0,17,0,0,5,3,10,6,0,0,0,0,0,0,0,0,0,0,1,190,11.18,3,21,0,0,0,2,0,12,0,1,0.06,0,1,0,0,0,8,3,38,0,1,0,0,0,0,0,0,0,0
p493105,Alejandro Garnacho,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p440123,James Furlong,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p515481,Melkamu Frauendorf,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p154138,Tariqe Fosu-Henry,2021/22,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,6,6.0,0,1,100,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0
p524196,Shaqai Forde,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p216620,Marcus Forss,2021/22,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,36,5.14,1,1,0,0,0,0,0,3,0,0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
p493928,Marcelo Flores,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p176296,Ashley Fletcher,2021/22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,2,1,50,0,1,0,0,0,0,0,0,0,0
p443967,Junior Firpo,2021/22,1,49,60,47,0,2,24,32,15,1,89,118,105,16,27,19,1,0,0,2,778,32.42,3,26,23,0,21,11,0,39,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p487117,Evan Ferguson,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p536110,Josh Feeney,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p461470,Oliver Ewing,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p241157,Emerson Royal,2021/22,5,26,72,65,0,4,22,78,42,0,152,167,136,17,33,42,0,0,0,1,"1,136",36.65,1,74,24,1,18,5,0,28,2,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p227560,Peter Etebo,2021/22,0,0,11,73,0,1,5,4,1,0,31,23,20,6,3,1,0,0,0,0,165,18.33,0,2,50,0,15,3,0,8,0,0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
p458297,Pierre Ekwah,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p490503,Samuel Edozie,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p461567,Owen Dodgson,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p471444,Diego Rosa,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p461421,Lewis Dobbin,2021/22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.67,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p445550,Thomas Dickson-Peters,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p496661,Tyler Dibling,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p244731,Luis Díaz,2021/22,0,0,9,0,0,15,4,2,1,0,0,0,0,0,0,0,0,0,0,3,439,33.77,2,14,0,0,0,0,0,14,3,4,0.31,1,2,1,0,0,38,13,34,0,3,0,0,0,0,0,0,0,0
p230251,Emmanuel Dennis,2021/22,0,0,51,0,0,16,15,12,9,0,0,0,0,0,0,0,0,0,0,6,575,17.42,7,39,0,0,0,7,1,59,12,10,0.3,3,6,1,0,0,60,26,43,1,5,0,0,0,0,0,0,0,0
p434662,Halil Dervisoglu,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p461508,Lucas De Bolle,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p60479,Henrik Dalsgaard,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p38219,Luke Daniels,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p245419,Patson Daka,2021/22,0,0,15,0,0,5,2,8,5,0,0,0,0,0,0,0,0,0,0,3,220,9.57,2,1,0,0,0,2,0,17,7,5,0.22,0,3,2,0,0,26,16,62,1,4,0,0,0,0,0,0,0,0
p535339,Tiago Çukur,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p179268,Marc Cucurella,2021/22,8,39,93,67,1,4,30,65,30,2,247,191,132,28,40,36,0,0,0,1,"1,901",54.31,3,115,25,5,54,6,0,28,3,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p244716,Cucho Hernández,2021/22,0,0,13,0,0,10,5,9,7,0,0,0,0,0,0,0,0,0,0,2,337,13.48,3,52,0,0,0,3,0,13,1,5,0.2,0,4,1,0,0,34,11,32,3,1,0,0,0,0,0,0,0,0
